Pop light
19.0 32.30555555555556
39.0 62.84931506849315
13.225 15.475
17.0 47.65384615384615
16.0 39.67326732673267
29.0 41.986666666666665
136.0 82.9
22.0 31.642857142857142
38.7 56.2
33.0 53.0
54.0 38.357142857142854
17.0 25.217391304347824
47.1764705882353 75.32352941176471
45.0 44.61538461538461
16.0 29.37
70.0 33.72222222222222
37.6 41.3
15.0 31.294642857142858
20.0 61.38461538461539
21.767441860465116 28.46511627906977
13.0 37.9264705882353
113.95652173913044 85.3804347826087
19.0 63.03448275862069
38.0 67.44
15.0 21.46875
21.0 12.5
21.0 37.02739726027397
83.0377358490566 94.32075471698113
43.982142857142854 11.857142857142858
21.026315789473685 60.578947368421055
14.0 33.61363636363637
15.0 28.79032258064516
19.416666666666668 4.0
16.0 22.074074074074073
21.0 22.214285714285715
12.0 14.916666666666666
17.0 29.4
23.0 11.405797101449275
34.0 54.436619718309856
16.545454545454547 1.5454545454545454
16.0 44.523809523809526
130.21686746987953 95.69277108433735
20.0 36.26086956521739
15.4 20.2
12.0 39.972972972972975
18.0 25.415584415584416
37.0 64.14285714285714
24.0 60.851851851851855
14.0 29.68421052631579
18.0 44.98601398601399
19.0 30.264705882352942
19.0 50.52
32.0 55.51086956521739
36.0 42.625
14.0 25.60655737704918
11.272727272727273 83.0909090909091
20.7 76.3
158.45454545454547 44.09090909090909
20.0 32.831460674157306
33.0 53.27272727272727
11.0 22.0625
31.0 63.65
51.473684210526315 57.78947368421053
12.0 76.69565217391305
12.555555555555555 63.611111111111114
20.153846153846153 66.23076923076923
18.0 18.555555555555557
14.8 47.6
54.22 68.94
27.0 58.266666666666666
14.0 47.75
22.0 46.333333333333336
36.22222222222222 62.80555555555556
17.0 26.080645161290324
11.0 27.106382978723403
22.0 50.792682926829265
31.25 92.25
45.041666666666664 71.83333333333333
15.911764705882353 29.901960784313726
16.0 28.26086956521739
18.583333333333332 79.77083333333333
57.0 73.71111111111111
40.15 36.1
18.0 26.22641509433962
10.727272727272727 5.2727272727272725
26.833333333333332 31.916666666666668
114.1219512195122 94.51219512195122
10.636363636363637 61.09090909090909
59.0 68.6470588235294
47.0 57.282051282051285
18.0 13.214285714285714
23.066666666666666 84.33333333333333
18.5 23.3
17.0 23.884057971014492
17.642857142857142 70.14285714285714
28.0 34.8125
43.21739130434783 81.6086956521739
15.0 20.27102803738318
28.833333333333332 81.0
39.0 45.886792452830186
34.0 27.09090909090909
18.90909090909091 37.81818181818182
18.565217391304348 57.08695652173913
14.0 60.18181818181818
14.0 18.404255319148938
15.466666666666667 2.3333333333333335
29.0 65.5
45.0 57.36363636363637
27.0 53.39393939393939
38.0 76.07692307692308
19.0 14.318181818181818
20.0 10.333333333333334
15.0 23.677777777777777
19.0 18.7625
14.909090909090908 62.45454545454545
22.0 49.083333333333336
36.0 52.285714285714285
14.0 10.244897959183673
25.0 24.904761904761905
18.70967741935484 46.54838709677419
26.242424242424242 71.63636363636364
13.0 23.517241379310345
17.0 33.23809523809524
40.0 73.625
80.83333333333333 65.33333333333333
41.178082191780824 61.10958904109589
104.0 89.27272727272727
19.363636363636363 57.45454545454545
41.0 35.375
24.0 26.39852398523985
88.0 66.08333333333333
16.0 3.2
32.6 73.8
11.23076923076923 21.615384615384617
33.0 57.083333333333336
21.0 24.480132450331126
390.0 100.0
41.0 57.3125
49.22222222222222 44.888888888888886
20.0 46.0
24.0 24.72222222222222
32.5 25.142857142857142
18.0 6.282051282051282
21.0 39.72463768115942
22.0 18.448979591836736
85.0377358490566 83.83018867924528
19.0 28.53846153846154
23.0 31.5625
20.71794871794872 26.371794871794872
15.169811320754716 16.5
71.11764705882354 70.6470588235294
18.94736842105263 61.526315789473685
41.0 24.0
25.636363636363637 9.909090909090908
156.0 15.0
42.0 21.5
20.0 47.479166666666664
24.0 21.642857142857142
21.0 12.083333333333334
156.1875 2.125
26.0 54.6
18.157894736842106 39.36842105263158
13.0 9.277777777777779
40.0 26.86111111111111
22.0 14.185185185185185
20.0 9.64179104477612
93.29411764705883 58.705882352941174
31.0 24.4375
222.91666666666666 90.95238095238095
13.0 12.5
38.0 37.857142857142854
23.0 47.627906976744185
22.0 10.625
147.23076923076923 89.84615384615384
70.0 34.88235294117647
15.93939393939394 20.09090909090909
11.0 25.833333333333332
52.0 51.18181818181818
19.0 13.685714285714285
13.0 14.1
28.0 39.1
11.0 29.814814814814813
51.0 39.5
12.0 12.95
70.0 35.57142857142857
13.0 14.372549019607844
11.0 25.893617021276597
11.21875 25.59375
16.823529411764707 10.098039215686274
11.0 16.846153846153847
34.0 31.25
50.2 37.6
19.0 9.941176470588236
73.0 47.23076923076923
10.461538461538462 18.23076923076923
24.85185185185185 1.9259259259259258
17.0 26.1
57.0 50.666666666666664
106.0 65.9090909090909
17.0 11.0
23.0 12.071428571428571
36.0 30.6875
11.428571428571429 15.357142857142858
27.0 31.597701149425287
14.576923076923077 13.153846153846153
62.193548387096776 47.54838709677419
23.791666666666668 1.0
11.473684210526315 2.1052631578947367
16.076923076923077 7.846153846153846
14.28 16.6
13.0 12.45
15.8 7.7
16.6 3.533333333333333
25.6 29.1
30.75 2.0833333333333335
26.0 10.090909090909092
18.0 40.19230769230769
35.666666666666664 8.416666666666666
15.0 8.696969696969697
27.473684210526315 3.6315789473684212
41.69565217391305 3.130434782608696
23.23076923076923 21.46153846153846
22.391304347826086 9.173913043478262
64.0 21.571428571428573
20.53846153846154 8.871794871794872
24.0 4.811594202898551
40.24285714285714 10.057142857142857
18.434782608695652 4.434782608695652
58.0 33.470588235294116
37.3448275862069 7.051724137931035
21.93548387096774 3.832258064516129
20.925 5.475
20.321428571428573 2.7142857142857144
17.0 12.971428571428572
15.545454545454545 4.363636363636363
18.363636363636363 14.181818181818182
45.27142857142857 11.228571428571428
18.0 4.366666666666666
13.384615384615385 2.6153846153846154
14.0 10.733333333333333
37.0 6.0588235294117645
25.0 36.93333333333333
36.394366197183096 23.845070422535212
33.45454545454545 9.636363636363637
30.666666666666668 10.333333333333334
25.0 4.615384615384615
18.568181818181817 12.363636363636363
28.0 17.24
32.90909090909091 17.727272727272727
37.983870967741936 9.344086021505376
48.0 12.533333333333333
33.5 6.6
23.90909090909091 1.3636363636363635
23.44 3.36
11.0 17.62962962962963
26.847826086956523 5.239130434782608
41.5 46.857142857142854
15.0 25.242424242424242
48.18181818181818 14.181818181818182
34.21052631578947 10.526315789473685
24.2 8.8
18.586206896551722 5.0344827586206895
16.0 5.625
66.0 32.64
29.72222222222222 3.5555555555555554
35.0 39.8421052631579
24.0 35.140625
58.62903225806452 63.645161290322584
24.428571428571427 11.571428571428571
74.1566265060241 57.69879518072289
13.0 17.295081967213115
18.127659574468087 2.4468085106382977
21.1 7.2
27.714285714285715 1.8928571428571428
23.0 1.2
14.35 8.7
36.333333333333336 11.583333333333334
21.61111111111111 0.6111111111111112
27.642857142857142 4.642857142857143
31.308823529411764 41.8235294117647
34.0 15.75
28.136363636363637 5.0
30.84 5.92
44.0 21.181818181818183
37.075 7.775
44.875 18.1875
33.333333333333336 10.642857142857142
46.578947368421055 22.0
11.615384615384615 0.0
28.181818181818183 5.2727272727272725
13.0 0.2
19.5 3.9
11.0 15.897435897435898
15.272727272727273 0.18181818181818182
46.0 35.5
11.0 13.266666666666667
19.0 16.066666666666666
39.022222222222226 9.177777777777777
22.944444444444443 11.722222222222221
13.357142857142858 0.0
62.668103448275865 17.1875
13.0 0.3076923076923077
13.0 1.9166666666666667
15.0 19.8125
11.117647058823529 5.9411764705882355
10.216216216216216 16.64864864864865
30.4 2.4
37.1 4.2
51.76315789473684 95.05263157894737
18.642857142857142 7.071428571428571
13.2 9.4
12.7 2.8
31.314285714285713 17.914285714285715
61.45454545454545 9.363636363636363
51.6 2.4
18.0 17.272727272727273
28.319444444444443 24.506944444444443
35.72727272727273 4.2727272727272725
26.26086956521739 45.17391304347826
31.2 27.1
11.545454545454545 25.90909090909091
14.5 16.583333333333332
26.5 7.7
26.782178217821784 14.455445544554456
11.0 8.958333333333334
28.41176470588235 9.558823529411764
44.21176470588235 12.764705882352942
56.811764705882354 56.470588235294116
26.73076923076923 3.4615384615384617
11.0 3.3076923076923075
79.0 77.36974789915966
16.0 25.583333333333332
55.0 60.25
72.21686746987952 46.44578313253012
23.0 37.152542372881356
28.28985507246377 3.9565217391304346
19.01086956521739 64.17391304347827
17.0 22.32857142857143
22.0 21.72222222222222
16.0 0.5789473684210527
12.952380952380953 6.357142857142857
35.0 17.46153846153846
48.0 6.0
46.0 73.9090909090909
16.0 18.678571428571427
11.0 2.0
11.666666666666666 2.0
31.5 46.25
26.0 28.64
43.76923076923077 11.076923076923077
31.025 15.25
53.878787878787875 13.575757575757576
29.4 4.6
14.0 26.476190476190474
108.0 84.75409836065573
195.47826086956522 56.01086956521739
69.3 30.1
26.3 3.9
49.0 12.1
29.208333333333332 0.7083333333333334
59.0 31.0
11.0 4.916666666666667
30.263157894736842 5.473684210526316
18.0 17.45945945945946
23.27906976744186 2.046511627906977
52.92857142857143 16.357142857142858
13.642857142857142 5.214285714285714
30.89908256880734 13.009174311926605
24.0 1.3
14.0 23.15625
20.0 0.9285714285714286
20.0 0.2
20.0 24.377777777777776
60.0 60.22222222222222
10.642857142857142 4.571428571428571
31.466666666666665 15.866666666666667
21.64 31.08
27.0 13.785714285714286
23.3 0.0
23.8 2.6
13.0 9.125
53.72222222222222 35.55555555555556
14.0 1.0833333333333333
12.0 15.0
15.0 36.733333333333334
22.316666666666666 2.3333333333333335
14.0 24.133333333333333
11.0 1.4166666666666667
12.384615384615385 11.307692307692308
19.11111111111111 0.6111111111111112
29.0 41.4375
11.0 19.962962962962962
19.8 39.3
13.0 15.857142857142858
13.0 20.857142857142858
20.0 39.829268292682926
37.75330396475771 34.841409691629956
13.0 10.2
42.0 38.642857142857146
39.0 55.5
115.14814814814815 57.370370370370374
17.285714285714285 13.5
16.0 24.1875
38.5 6.5
33.56842105263158 20.431578947368422
17.53846153846154 30.153846153846153
21.076923076923077 23.46153846153846
13.0 17.923076923076923
10.851851851851851 10.518518518518519
22.85 38.5
42.75 30.916666666666668
22.37908496732026 13.398692810457517
31.0 40.10344827586207
64.0909090909091 70.45454545454545
21.0 22.893617021276597
12.0 16.833333333333332
274.2741935483871 76.51612903225806
61.03333333333333 26.066666666666666
27.652173913043477 19.73913043478261
33.0 27.083333333333332
19.974358974358974 13.581196581196581
14.1 26.2
22.5 72.78571428571429
13.5 18.9
17.375 29.625
12.058823529411764 13.588235294117647
11.416666666666666 12.416666666666666
21.0 18.7
11.0 1.5
11.0 17.41860465116279
12.0 32.03030303030303
24.5 29.8
16.03125 18.375
11.636363636363637 20.454545454545453
14.1 15.2
11.071428571428571 20.571428571428573
34.43333333333333 40.46666666666667
31.0 30.571428571428573
13.0 1.0454545454545454
12.357142857142858 7.428571428571429
71.34444444444445 73.92222222222222
26.244897959183675 29.357142857142858
13.2 19.4
11.727272727272727 26.0
12.9 24.4
13.1 4.5
73.03448275862068 23.96551724137931
25.227272727272727 18.272727272727273
17.3 27.3
31.0 29.263157894736842
27.2 16.6
24.305882352941175 29.152941176470588
24.291666666666668 6.041666666666667
34.15151515151515 35.90909090909091
27.84313725490196 24.294117647058822
40.15384615384615 20.307692307692307
19.0 26.43243243243243
15.6 8.0
17.818181818181817 27.0
21.03846153846154 52.42307692307692
17.636363636363637 21.545454545454547
24.652173913043477 15.217391304347826
103.7451923076923 50.30288461538461
12.0 54.12
17.8 22.4
14.125 14.8125
16.6 11.5
15.0 16.94871794871795
30.75 25.083333333333332
22.95 10.8
